Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       1/7513        main [5]
                0.00    0.00    7512/7513        polar_race::FileGroup::getFileName[abi:cxx11](int) [89]
[88]     0.0    0.00    0.00    7513         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
                0.00    0.00    7513/15158       std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [73]
-----------------------------------------------
                0.00    0.00     256/7512        polar_race::FileGroup::init(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [297]
                0.00    0.00    7256/7512        polar_race::Database::get(unsigned long, polar_race::PolarString const&, polar_race::FileGroup::Location, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [31]
[89]     0.0    0.00    0.00    7512         polar_race::FileGroup::getFileName[abi:cxx11](int) [89]
                0.00    0.00    7512/7512        std::__cxx11::to_string(int) [90]
                0.00    0.00    7512/7578        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char) [82]
                0.00    0.00    7512/7579        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [81]
                0.00    0.00    7512/7513        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
-----------------------------------------------
                0.00    0.00    7512/7512        polar_race::FileGroup::getFileName[abi:cxx11](int) [89]
[90]     0.0    0.00    0.00    7512         std::__cxx11::to_string(int) [90]
                0.00    0.00    7512/7513        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [83]
-----------------------------------------------
                0.00    0.00    7256/7256        polar_race::Database::get(unsigned long, polar_race::PolarString const&, polar_race::FileGroup::Location, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [31]
[91]     0.0    0.00    0.00    7256         polar_race::PolarString::ToString[abi:cxx11]() const [91]
-----------------------------------------------
                0.00    0.00    7256/7256        polar_race::HashTable::GetItem(unsigned long, polar_race::FileGroup::Location&) [27]
[92]     0.0    0.00    0.00    7256         std::atomic<polar_race::FileGroup::Location>::load(std::memory_order) const [92]
-----------------------------------------------
                0.00    0.00    5200/5200        polar_race::thread_load(int) [14]
[93]     0.0    0.00    0.00    5200         std::atomic<polar_race::FileGroup::Location>::store(polar_race::FileGroup::Location, std::memory_order) [93]
-----------------------------------------------
                0.00    0.00      16/4234        std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [275]
                0.00    0.00     840/4234        std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [113]
                0.00    0.00    1688/4234        std::deque<int, std::allocator<int> >::_M_pop_front_aux() [107]
                0.00    0.00    1690/4234        void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [105]
[94]     0.0    0.00    0.00    4234         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [94]
                0.00    0.00    4234/4234        std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [95]
-----------------------------------------------
                0.00    0.00    4234/4234        std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [94]
[95]     0.0    0.00    0.00    4234         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [95]
                0.00    0.00    4234/7646        std::__deque_buf_size(unsigned long) [80]
-----------------------------------------------
                0.00    0.00     840/2100        std::_Miter_base<int**>::iterator_type std::__miter_base<int**>(int**) [109]
                0.00    0.00    1260/2100        std::_Niter_base<int**>::iterator_type std::__niter_base<int**>(int**) [108]
[96]     0.0    0.00    0.00    2100         std::_Iter_base<int**, false>::_S_base(int**) [96]
-----------------------------------------------
                0.00    0.00       4/1700        std::_Deque_base<int, std::allocator<int> >::_Deque_base(std::_Deque_base<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [308]
                0.00    0.00       8/1700        std::deque<int, std::allocator<int> >::~deque() [285]
                0.00    0.00    1688/1700        std::deque<int, std::allocator<int> >::_M_pop_front_aux() [107]
[97]     0.0    0.00    0.00    1700         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [97]
-----------------------------------------------
                0.00    0.00    1698/1698        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [103]
[98]     0.0    0.00    0.00    1698         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [98]
-----------------------------------------------
                0.00    0.00    1698/1698        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [104]
[99]     0.0    0.00    0.00    1698         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [99]
                0.00    0.00    1698/1698        __gnu_cxx::new_allocator<int>::max_size() const [100]
-----------------------------------------------
                0.00    0.00    1698/1698        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [99]
[100]    0.0    0.00    0.00    1698         __gnu_cxx::new_allocator<int>::max_size() const [100]
-----------------------------------------------
                0.00    0.00       8/1698        std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [272]
                0.00    0.00    1690/1698        void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [105]
[101]    0.0    0.00    0.00    1698         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [101]
                0.00    0.00    1698/7646        std::__deque_buf_size(unsigned long) [80]
                0.00    0.00    1698/1698        std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [104]
-----------------------------------------------
                0.00    0.00      10/1698        std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**) [273]
                0.00    0.00    1688/1698        std::deque<int, std::allocator<int> >::_M_pop_front_aux() [107]
[102]    0.0    0.00    0.00    1698         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [102]
                0.00    0.00    1698/7646        std::__deque_buf_size(unsigned long) [80]
                0.00    0.00    1698/1698        std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [103]
-----------------------------------------------
                0.00    0.00    1698/1698        std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [102]
[103]    0.0    0.00    0.00    1698         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [103]
                0.00    0.00    1698/1698        __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [98]
-----------------------------------------------
                0.00    0.00    1698/1698        std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [101]
[104]    0.0    0.00    0.00    1698         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [104]
                0.00    0.00    1698/1698        __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [99]
-----------------------------------------------
                0.00    0.00    1690/1690        std::deque<int, std::allocator<int> >::push_back(int const&) [57]
[105]    0.0    0.00    0.00    1690         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [105]
                0.00    0.00    1690/1690        std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [106]
                0.00    0.00    1690/1698        std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [101]
                0.00    0.00    1690/434722      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [53]
                0.00    0.00    1690/216516      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [56]
                0.00    0.00    1690/4234        std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [94]
-----------------------------------------------
                0.00    0.00    1690/1690        void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [105]
[106]    0.0    0.00    0.00    1690         std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [106]
                0.00    0.00     420/420         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [113]
-----------------------------------------------
                0.00    0.00    1688/1688        std::deque<int, std::allocator<int> >::pop_front() [65]
[107]    0.0    0.00    0.00    1688         std::deque<int, std::allocator<int> >::_M_pop_front_aux() [107]
                0.00    0.00    1688/216260      void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [63]
                0.00    0.00    1688/1700        std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [97]
                0.00    0.00    1688/1698        std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [102]
                0.00    0.00    1688/4234        std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [94]
-----------------------------------------------
                0.00    0.00    1260/1260        int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [115]
[108]    0.0    0.00    0.00    1260         std::_Niter_base<int**>::iterator_type std::__niter_base<int**>(int**) [108]
                0.00    0.00    1260/2100        std::_Iter_base<int**, false>::_S_base(int**) [96]
-----------------------------------------------
                0.00    0.00     840/840         int** std::copy<int**, int**>(int**, int**, int**) [116]
[109]    0.0    0.00    0.00     840         std::_Miter_base<int**>::iterator_type std::__miter_base<int**>(int**) [109]
                0.00    0.00     840/2100        std::_Iter_base<int**, false>::_S_base(int**) [96]
-----------------------------------------------
                0.00    0.00      46/500         std::shared_ptr<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > std::make_shared<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::_Bind_simple<void (*(int))(int)> >(std::_Bind_simple<void (*(int))(int)>&&) [181]
                0.00    0.00      46/500         std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<std::_Bind_simple<void (*(int))(int)> >(std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, std::_Bind_simple<void (*(int))(int)>&&) [191]
                0.00    0.00      47/500         std::__shared_ptr<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, std::_Bind_simple<void (*(int))(int)> >(std::_Sp_make_shared_tag, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > const&, std::_Bind_simple<void (*(int))(int)>&&) [213]
                0.00    0.00      50/500         std::shared_ptr<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >::shared_ptr<std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, std::_Bind_simple<void (*(int))(int)> >(std::_Sp_make_shared_tag, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > const&, std::_Bind_simple<void (*(int))(int)>&&) [190]
                0.00    0.00      50/500         _ZNSt16allocator_traitsISaINSt6thread5_ImplISt12_Bind_simpleIFPFviEiEEEEEE9constructIS7_IS6_EEEvRS8_PT_DpOT0_ [222]
                0.00    0.00      51/500         std::shared_ptr<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > std::allocate_shared<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, std::_Bind_simple<void (*(int))(int)> >(std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > const&, std::_Bind_simple<void (*(int))(int)>&&) [226]
                0.00    0.00      52/500         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, std::_Bind_simple<void (*(int))(int)> >(std::_Sp_make_shared_tag, std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >*, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > const&, std::_Bind_simple<void (*(int))(int)>&&) [232]
                0.00    0.00      52/500         _ZN9__gnu_cxx13new_allocatorINSt6thread5_ImplISt12_Bind_simpleIFPFviEiEEEEE9constructIS8_IS7_EEEvPT_DpOT0_ [182]
                0.00    0.00      52/500         std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >::_Impl(std::_Bind_simple<void (*(int))(int)>&&) [186]
                0.00    0.00      54/500         std::shared_ptr<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > std::thread::_M_make_routine<std::_Bind_simple<void (*(int))(int)> >(std::_Bind_simple<void (*(int))(int)>&&) [178]
[110]    0.0    0.00    0.00     500         std::_Bind_simple<void (*(int))(int)>&& std::forward<std::_Bind_simple<void (*(int))(int)> >(std::remove_reference<std::_Bind_simple<void (*(int))(int)> >::type&) [110]
-----------------------------------------------
                0.00    0.00      56/424         std::thread::thread<void (&)(int), int&>(void (&)(int), int&) [187]
                0.00    0.00     130/424         std::thread::thread() [140]
                0.00    0.00     238/424         std::thread::joinable() const [124]
[111]    0.0    0.00    0.00     424         std::thread::id::id() [111]
-----------------------------------------------
                0.00    0.00     420/420         int** std::__copy_move_a<false, int**, int**>(int**, int**, int**) [114]
[112]    0.0    0.00    0.00     420         int** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int*>(int* const*, int* const*, int**) [112]
-----------------------------------------------
                0.00    0.00     420/420         std::deque<int, std::allocator<int> >::_M_reserve_map_at_back(unsigned long) [106]
[113]    0.0    0.00    0.00     420         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [113]
                0.00    0.00     840/4234        std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [94]
                0.00    0.00     420/420         int** std::copy<int**, int**>(int**, int**, int**) [116]
-----------------------------------------------
                0.00    0.00     420/420         int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [115]
[114]    0.0    0.00    0.00     420         int** std::__copy_move_a<false, int**, int**>(int**, int**, int**) [114]
                0.00    0.00     420/420         int** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int*>(int* const*, int* const*, int**) [112]
-----------------------------------------------
                0.00    0.00     420/420         int** std::copy<int**, int**>(int**, int**, int**) [116]
[115]    0.0    0.00    0.00     420         int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [115]
                0.00    0.00    1260/1260        std::_Niter_base<int**>::iterator_type std::__niter_base<int**>(int**) [108]
                0.00    0.00     420/420         int** std::__copy_move_a<false, int**, int**>(int**, int**, int**) [114]
-----------------------------------------------
                0.00    0.00     420/420         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [113]
[116]    0.0    0.00    0.00     420         int** std::copy<int**, int**>(int**, int**, int**) [116]
                0.00    0.00     840/840         std::_Miter_base<int**>::iterator_type std::__miter_base<int**>(int**) [109]
                0.00    0.00     420/420         int** std::__copy_move_a2<false, int**, int**>(int**, int**, int**) [115]
-----------------------------------------------
                0.00    0.00      49/383         _ZNSt12_Bind_simpleIFPFviEiEEC1IS1_IRiEEEOT_DpOT0_ [205]
                0.00    0.00      52/383         std::_Head_base<1ul, int, false>::_Head_base<int&>(int&) [166]
                0.00    0.00      54/383         std::_Bind_simple_helper<void (&)(int)<int&> >::__type std::__bind_simple<void (&)(int), int&>(void (&)(int), int&) [202]
                0.00    0.00      56/383         std::tuple<void (*)(int), int>::tuple<void (*)(int), int&, void>(void (*&&)(int), int&) [171]
                0.00    0.00      57/383         std::_Tuple_impl<1ul, int>::_Tuple_impl<int&>(int&) [170]
                0.00    0.00      57/383         std::_Tuple_impl<0ul, void (*)(int), int>::_Tuple_impl<void (*)(int)<int&>, void>(void (*)(int)<int&>&&, (void&&)...) [175]
                0.00    0.00      58/383         std::thread::thread<void (&)(int), int&>(void (&)(int), int&) [187]
[117]    0.0    0.00    0.00     383         int& std::forward<int&>(std::remove_reference<int&>::type&) [117]
-----------------------------------------------
                0.00    0.00      49/372         _ZNSt12_Bind_simpleIFPFviEiEEC1IS1_IRiEEEOT_DpOT0_ [205]
                0.00    0.00      52/372         std::_Tuple_impl<0ul, void (*)(int), int>::_Tuple_impl<void (*)(int)<int&>, void>(void (*)(int)<int&>&&, (void&&)...) [175]
                0.00    0.00      52/372         void std::_Bind_simple<void (*(int))(int)>::_M_invoke<0ul>(std::_Index_tuple<0ul>) [1]
                0.00    0.00      54/372         std::_Tuple_impl<0ul, void (*)(int), int>::_Tuple_impl(std::_Tuple_impl<0ul, void (*)(int), int>&&) [197]
                0.00    0.00      59/372         std::tuple<void (*)(int), int>::tuple<void (*)(int), int&, void>(void (*&&)(int), int&) [171]
                0.00    0.00     106/372         std::_Head_base<0ul, void (*)(int), false>::_Head_base<void (*)(int)>(void (*&&)(int)) [145]
[118]    0.0    0.00    0.00     372         void (*&&std::forward<void (*)(int)>(std::remove_reference<void (*)(int)>::type&))(int) [118]
-----------------------------------------------
                0.00    0.00       8/333         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [286]
                0.00    0.00      66/333         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [163]
                0.00    0.00      66/333         _ZNSt16allocator_traitsISaINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEEEE9constructIS5_IS5_EEEvRS6_PT_DpOT0_ [162]
                0.00    0.00      66/333         void __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [161]
                0.00    0.00     127/333         void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [143]
[119]    0.0    0.00    0.00     333         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&) [119]
-----------------------------------------------
                0.00    0.00     127/320         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [282]
                0.00    0.00     193/320         void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [257]
[120]    0.0    0.00    0.00     320         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [120]
-----------------------------------------------
                0.00    0.00     270/270         bool std::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&, std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*> const&) [138]
[121]    0.0    0.00    0.00     270         std::move_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>::base() const [121]
-----------------------------------------------
                0.00    0.00     238/238         std::thread::joinable() const [124]
[122]    0.0    0.00    0.00     238         std::operator==(std::thread::id, std::thread::id) [122]
                0.00    0.00     237/237         __gthread_equal(unsigned long, unsigned long) [123]
-----------------------------------------------
                0.00    0.00     237/237         std::operator==(std::thread::id, std::thread::id) [122]
[123]    0.0    0.00    0.00     237         __gthread_equal(unsigned long, unsigned long) [123]
-----------------------------------------------
                0.00    0.00      51/236         std::thread::operator=(std::thread&&) [225]
                0.00    0.00     185/236         std::thread::~thread() [128]
[124]    0.0    0.00    0.00     236         std::thread::joinable() const [124]
                0.00    0.00     238/424         std::thread::id::id() [111]
                0.00    0.00     238/238         std::operator==(std::thread::id, std::thread::id) [122]
-----------------------------------------------
                0.00    0.00      49/207         std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<std::_Bind_simple<void (*(int))(int)> >(std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, std::_Bind_simple<void (*(int))(int)>&&) [191]
                0.00    0.00      50/207         std::_Sp_ebo_helper<0, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, true>::~_Sp_ebo_helper() [215]
                0.00    0.00      53/207         std::shared_ptr<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > std::make_shared<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::_Bind_simple<void (*(int))(int)> >(std::_Bind_simple<void (*(int))(int)>&&) [181]
                0.00    0.00      55/207         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, std::_Bind_simple<void (*(int))(int)> >(std::_Sp_make_shared_tag, std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >*, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > const&, std::_Bind_simple<void (*(int))(int)>&&) [232]
[125]    0.0    0.00    0.00     207         std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >::~allocator() [125]
                0.00    0.00     201/201         __gnu_cxx::new_allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >::~new_allocator() [126]
-----------------------------------------------
                0.00    0.00     201/201         std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >::~allocator() [125]
[126]    0.0    0.00    0.00     201         __gnu_cxx::new_allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >::~new_allocator() [126]
-----------------------------------------------
                0.00    0.00     193/193         void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [257]
[127]    0.0    0.00    0.00     193         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [127]
-----------------------------------------------
                0.00    0.00      65/186         main [5]
                0.00    0.00     121/186         polar_race::HashTable::Load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [16]
[128]    0.0    0.00    0.00     186         std::thread::~thread() [128]
                0.00    0.00     185/236         std::thread::joinable() const [124]
-----------------------------------------------
                0.00    0.00      48/160         void std::_Bind_simple<void (*(int))(int)>::_M_invoke<0ul>(std::_Index_tuple<0ul>) [1]
                0.00    0.00      56/160         std::_Head_base<1ul, int, false>::_Head_base<int>(int&&) [169]
                0.00    0.00      56/160         std::_Tuple_impl<1ul, int>::_Tuple_impl(std::_Tuple_impl<1ul, int>&&) [185]
[129]    0.0    0.00    0.00     160         int&& std::forward<int>(std::remove_reference<int>::type&) [129]
-----------------------------------------------
                0.00    0.00     156/156         void std::swap<std::thread::id>(std::thread::id&, std::thread::id&) [165]
[130]    0.0    0.00    0.00     156         std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&) [130]
-----------------------------------------------
                0.00    0.00     155/155         __gnu_cxx::__aligned_buffer<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >::_M_ptr() [132]
[131]    0.0    0.00    0.00     155         __gnu_cxx::__aligned_buffer<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >::_M_addr() [131]
-----------------------------------------------
                0.00    0.00     153/153         std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, (__gnu_cxx::_Lock_policy)2>::_M_ptr() [136]
[132]    0.0    0.00    0.00     153         __gnu_cxx::__aligned_buffer<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >::_M_ptr() [132]
                0.00    0.00     155/155         __gnu_cxx::__aligned_buffer<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >::_M_addr() [131]
-----------------------------------------------
                0.00    0.00      49/152         std::_Sp_ebo_helper<0, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, true>::_Sp_ebo_helper(std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > const&) [214]
                0.00    0.00      51/152         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, std::_Bind_simple<void (*(int))(int)> >(std::_Sp_make_shared_tag, std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >*, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > > const&, std::_Bind_simple<void (*(int))(int)>&&) [232]
                0.00    0.00      52/152         std::_Sp_counted_ptr_inplace<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> >, std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<std::_Bind_simple<void (*(int))(int)> >(std::allocator<std::thread::_Impl<std::_Bind_simple<void (*(int))(int)> > >, std::_Bind_simple<void (*(int))(int)>&&) [191]
